comments,date
"First 30 minutes intense and suspenseful, then a massive left turn into stupidity. The first third the characters seem real and actually make reasonable but debatable choices, the second 2/3's enter a comic actor and every ridiculous choice imaginable. It really is a waste of such a great beginning, then the acting went south and the story with it. By the end of course at least one character has to go into intense self examination while of course in mortal danger, because it's perfectly natural at least in Hollywood it seems to have a inner debate while someone is trying to kill you. By the end the performances and the story reached ludicrous speed, then mercifully the movie ended.",2022-11-17
"I'm convinced that all of the reviews saying that this movie was amazing and a ""10/10 are fakes. There is absolutely no way that anyone can claim that this movie is that good.It. Was. Absolutely. Terrible.The first half would've been made a fantastic short film. I haven't been this annoyed by a movie going experience since Open Water (which also should have been left as a short)Some things I did like:
The Mother's costume and make up
And I also liked the pizza that I had while watching the movie at the theater.The Snickerdoodle cookies were good too but please get cookies while watching literally ANY other movie because this one isn't worth the price of the ticket and quite frankly I'm shocked it's made as much as it has at the time of writing this. (3.8 million)",2022-09-11
"Barbarian
Dir. Zach Cregger
Rating: 8/10Barbarian is a story about a young woman who books an Airbnb home. But when she arrives late at night, she discovers that the house is double booked and a strange man is already staying there. Against her better judgment, she decides to spend the evening but soon discovers that there's a lot more to fear than just an unexpected house guest.Barbarian is full of unpredictability. Just when you thought you knew where the film was going, it went the other way. Cregger clearly understood the anticipations of the audiences for him to create a twist that we never see coming, and it worked effectively. Barbarian is a product of a film that was made out of love for the horror genre. We have been getting great horror films this year, with X, Pearl (which I will publish a review tomorrow), and Black Phone, but Barbarian is unlike any of these films. The overall premise might not be as original as most of Hollywood's horror movies, but the execution and command to misdirect the audience make it a standout horror this year.The film is a roller-coaster experience you never see coming. The movie started out with an awkward situation, but the build-up was, in any way, claustrophobic and unapologetically entertaining. The charm of the film is how it continually wrongfoots the audience and delivers daring twist after twist. My issue with the movie is how the second and third acts felt misguided and unwarranted. Specifically, Justin Long's character was dragging and wobbly during the second half. I don't understand how his character gets 15 minutes of characterization but it was nonessential and very much unlikeable.Nonetheless, the film is a pure gift to horror fans, well-crafted, the touches of humor are on-point, and you can't spell Barbarian without Airbnb.",2022-10-30
"This movie overall seemed to fit the bill in many aspects but did also leave a few loose ends here and there. The cinematography was great!! The movie was beautifully shot, and the acting was tolerable and didn't leave me hating one specific actor. I thoroughly enjoyed the mix of thrills, terror and even laughs which were very entertaining. Justin Long was great, as were Bill Skarsgård and Georgina Campbell. I would have to make this a must see for all, especially in a theatre with great sound. It truly was a roller-coaster of a movie and didn't leave me bored at any time. The writers seriously hit the mark with the plot of this movie, not only that, but even a brilliant trailer will have the viewer seriously wondering what this movie is truly about.A few plot holes here and there can get a little annoying to many, but I didn't mind it with this movie one bit.I think if I ever stay in an Airbnb again, I will be searching the place after seeing this movie!!Go see it and you be the judge!!",2022-09-14
"If you're looking for a pulse-pounding, spine-chilling horror movie that will keep you on the edge of your seat, then look no further than this thrilling film. Without giving away any spoilers, I can tell you that the movie features an inbred monster that is truly terrifying and will have you jumping out of your seat in fear.The acting in this movie is top-notch, with each actor delivering a powerful and convincing performance that will draw you into the story and make you feel like you're right there in the midst of the terror. The cinematography is also impressive, with beautiful and eerie visuals that will leave a lasting impression on you long after the movie has ended.But what really sets this movie apart is its ability to deliver genuine scares without relying on cheap jump scares or gore. The tension builds gradually, and the fear is palpable as the inbred monster stalks its prey.Overall, this movie is a must-see for horror fans looking for a genuinely frightening and well-crafted scary movie. It's a testament to the genre and will have you screaming and jumping in your seat until the very end.",2023-05-02
"Really nice horror experience. Loved the first act, Skarsgård's character was really interesting and I was just guessing whether he's or he isn't the main villain, but I quickly realize that it would be very transparent and boring, so I was just curious about what will happen next. Loved the unpredictability of the movie, I was expecting absolutely everything in the first half and that first half is the best thing that happened to this movie. Without any spoilers, I'll just say that there are 3 stories and they merge into one at the end of the movie. And yes, my issue is the last act isn't as strong as the first. Loved the twist at the end of the first act, but later in the movie, yeah, it's still a lot of fun, but it just isn't that good like the first. But goddamn hell yeah this is a good-ass horror movie, watched it with my brother, and he also very liked it.",2022-11-01
"I will admit I am not a fan of horror/thriller movies. I just don't like movies that rely on scare to be good. Some people do and that's fine.That all being said, this movie was pretty suspenseful, mainly in the first half. There was a point in the movie, and you'll know, where it kind of takes a turn and gets a little silly. That's where it kind of was lacking. I was hoping they could just keep up the suspense but it just kind of went flat.Also there were a lot of horror tropes in this one. A lot of 'don't go in there!' 'What are you doing?!?' sort of things. It just became frustrating after a while.Overall not a bad film. I would imagine if I was a fan of the genre I would have rated it a little higher.",2022-11-06
"It was a very fun watch. The storyline was messed up but in a good way. It definitely reminded me of the descent or wrong turn (both of which is a childhood gem to me...believe it or not). It was quite a simple concept but the execution was done well. I think i would say its a bit of a slow burn but i didn't mind that. The jump scares were not too overbearing but they do utilise the sudden loud noise in a very quiet situation.The acting was great! I felt so attached to the main lead and hated some characters. This movie truly brought me anger, shock and at times feeling tense and disgust. Towards the end, I even felt feeling I probably shouldn't have felt. Like another reviewer said, I would also recommend going in not knowing anything about the movie, I didn't even watch the trailer and it turned out to be an enjoyable ride.",2022-10-26
How people rated this highly is beyond me. One of the worst movies ever. (1) nobody in the right mind would stay in an Air Bnb in a neighborhood like that (never mind 2 people). (2) why would a celebrity own that house and ever think someone would buy it in that up and coming neighborhood 🙈 (3) how did the woman have super human strength.This has so many plot holes it's crazy!!!!!!!!!!!!!!!!! The woman at her job warns her to be careful in that air bnb then when nobody hears from her again the movie just moves on. The cops come to this house in this neighborhood and sees two perfectly new cars parked outside and don't think to run the plates?,2022-12-19
"It really amazed me how magnificent the cinematography is for such an almost confined house setting of this horror film. The premise was exciting: a young lady booked an Airbnb onky to find out there was already someone in the house. I thought the director was really smart in casting Bill Skarsgard keeping in mind his creepy performance in ""It"". At first one would think he was more than just another side character. I think it was the director's sense of mystery that played with us viewers. There wasn't many jumpscares which I think was a good thing because then it would feel like another ordinary slasher film. What I didn't really like was the change in mood towards the second half. But the good thing was that it was all interconnected, and ultimately concluded in a shocking ending.",2022-11-20
"SynopsisTraveling to Detroit for a job interview, a young woman books a rental house. But when she arrives late at night, she discovers that the house is double booked and that a strange man is already staying there. Against her better judgment, she decides to spend the night there, but soon discovers that there is much more to fear than an unexpected guest.Barbarian, she leaves the feeling that horror movies can be made intelligently when they put their minds to it.The proposal directed by Zach Cregger who also writes the script. He shows that horror movies are still one of the genres that allow the most revenue when done correctly.Without covering such a complex story, the director offers us a simple story that is made up of large layers, which allow us to enjoy an interesting look at conventional terror that is executed with both visual and language management success. The feeling remains that the director of it soaked up the maximum genre cinema possible and established her own parameter to venture into it for the first time.The result is to have a movie that he likes from beginning to end, knowing how to handle his way of introducing us to real terror very correctly. In large part it is due to the great management that we find of its characters. Tess, forcefully played by Georgina Campbell, offers us a protagonist with personality and intelligence who perfectly embodies the terror that women experience on a daily basis. On her part, a great Justin Long embodies the double morality of his character and a Bill Skarsgård who is not far behind either. Having good characters helps us connect immediately with what they propose to us on screen.The rest is to have a film that manages to be penetrating and well thought out in the messages with which it intends to work. A film that becomes thicker as we understand each layer that surrounds this conventional terror, but behind it is an inspired director who knows how to handle everything accurately and gratifyingly.One of the best horror movies of this year, in a year in which the genre has been treated quite well.",2022-10-28
"Barbarian had heavy hype and big expectations before I checked it out. And while it didn't blow my mind, I can see why many film aficionados would rate it more highly. It had a fresh Jordan Peele-type feel to a story that has been done many times before. I enjoyed the different stories coming together and the obvious nods to tropes of people ignoring clearly dangerous situations and red flags. However, while it had some fun elements, I wasn't as impressed as many reviews suggested I should be. Definitely not a bad movie by any means, but some of the horror is just strange, and the creature is so bizarre that it's less scary and more awkward at times.",2022-10-27
"Reading many of the previous reviews, mainly negative and not wrong about it, I feel the need to comment on certain aspects considered plot holes by some reviewers. Even though the movie goes downhill in its second half and notwithstanding the acting of Justin Long transforming the movie's dark tension into a black comedy, fair is to say the mother and her super powers actually make some sense. Here are a few points to consider:1) what seemed to be a crackhead neighbourhood, turned out to be totally empty except for just one homeless man who figured out how to hide from the mother. Well, why was it empty? It wouldn't be crazy to assume that the mother attacked people and ate them. That's why she went out at night (not sure how she went out, though, given that the cellar window was stuck and the door didn't open from the inside). It's possible that she hunted the whole neighbourhood down and became a wendigo. In the usual folklore, wendigos are strong, taller than regular people, because of the power obtained by eating another human. That's why she wasn't frail or malnourished. Now how Frank survived and why the heavens he decided to live underground is a total mystery.2) The homeless guy says that Frank has been impregnating women , then impregnating their spawn and so on for generations and that mother is a product of inbreeding. We see the repeating video teaching her how to take care of a baby. It appears that when the neighbourhood became empty he didn't have the initiative to kidnap other women in other districts so he preferred to make his own victims. Ok, so I guess he killed the baby boys. And perhaps fed the women with them?3) Mother is afraid of Frank and she doesn't go near him. Frank can hardly move and seems to be bedridden so I wonder how he survived so far.4) Mother loved Tess and Tess killed her anyway when she is showing her love and concern. That makes the barbarian being shot barbarically. Everyone is barbaric at some point except from Keith.5) Keith's existence in the story is somehow irrelevant and is only there to distract the presumptions of what is going to happen. Given that the role was protagonized by Bill Skarsgard, this character whose presence in the house is irrelevant to the main plot, is certainly a disappointment.6) If mother went out at night, how come she never kicked down the door to attack either Keith or Tess? There's no way she didn't hear them above and she clearly had the strength to kick the door down.7) Why would Justin Long's character buy a house in that area, surrounded by dilapidated houses, with no value whatsoever? Who in his sane mind would consider that a smart investment? And how much did he really expect to get from it?8) Also, the tunnels were powered, I suppose, by the electricity feeding the house. So when the house was empty and not rented, didn't they notice that there was power being consumed anyway?9) Why was a male actor cast to be Mother? She looked like a man all the time and killed the atmosphere making it look ridiculous.10) What was the point of the whole movie? I seem to have missed it.",2023-01-23
"One of the most nonsensical movies loaded with profanity and disrespectful religious exclamations. One of the protagonists (Georgina Campbell) makes the dumbest decisions (isn't even close to believable) from start to end of the movie. One of the worst movies out there.The plot sucks, the movie drags (especially in the beginning). The other protagonist (Justin Long) says way too many curse words. Just complete filth from his introduction to the end. One of the most repulsive characters in recent history.Finally, I should have read more reviews about the movie but hopefully this review will help people.",2022-11-18
"I am a huge film fan (especially of original clever thrillers or horrors). L have watched 1000s of films at the cinema and only ever walking out of possible half a dozen films over these many years. This film was full of Random characters from random sub plots, all thrown into the same ridiculous situation ..... and all doing the same totally stupid thing that no normal sensible person would ever do. Not sure what vicious horrible things happened to them at the end, but whatever it was I'm afraid they all deserved it and I have little sympathy for any of them. I just found it all very, VERY Annoying!!! Please watch and feel free to disagree with me.",2022-11-07
"Wow, this was good, something fresh considering we are flushed with overdone dead franchises. People were shaking chairs in the theater. I was pulling my hair. Premise, setting, actors- plot twists. Spectacular horror. Worth my collection. It is hard to write something more without the spoilers but you must see it in theater without reading the reviews. I didn't and I had a certain idea in my head about the plot, so everything that transpired later was completely unexpected. Is my review needed more characters? But why? This was a great horror flick even with some morals. When I came out of theater I talked to a teenage looking male and he loved it too and he seemed to be quite well versed in this genre.",2022-10-05
"Went into this thinking it'll be a decent scare. It starts off well with character building and tension and then....jus drops the ball. Seems like the movie was rushed, everything just crammed into the later half of the movie. If someone was to ask me what was the movie about in a sentence...I really wouldn't know what to say. Was not scary, was not that suspenseful, next to no story, best thing about it was the Detroit environment but movie felt like a bite off of Don't Breathe. Actually to think about it now it does have a lot in common with Don't Breathe. If you want to see a bootleg version with small differences this would be the movie. I love the actors in the movie but how they used them was very poor. I'm even more shocked because of a producer and executive producer from some of my favorite scary movies of all time. I hope if you do see this don't go in with high expectations I beg you.",2022-09-09
"I was pleased with the movie overall, let me start by saying that first and foremost. IT had a couple people I recognized and was stoked to see e in a film. I had forgotten some of them were gonna be in it, such as Justin Long, but once I saw him, I knew it was gonna be a good film. Ever since Jeepers Creepers 1 20 plus years back, the dudes had a knack for playing a certain type of bloke. Thats why he was cast in Tusk years later after all.I was expecting more however, and thats not to say that this movie should be avoided, but like many modern films, trigger warnings ahead for implied stuff in it ( its horror after all, get over it).BUt I was still expecting a lot more. I seen enough fictional and real life horror, that when it comes to a film called Barbarian...I. DEMAND. BARBARISM! TO THE MAX.Andyah, I have seen the audience reactions from theatres...pfft. Kids these days, even in their 20s are sooooooft lol. Whom goes to a movie to hide their eyes and cover their ears? But then its sadly to be expected. The characters in this film were also around the same age, in theory; mid to late 20s perhaps, and it was just one poor choice after another. And in the age of modern phones...SHEEEEEESH. I get that cops in Detroit are useless. Trust me, they are useless all over the world, which is yet another reason people should carry guns for home defense, and have at least pepper spray on em when they go out to random places in DERELECT abandoned housing projects. Its like 99% of people in horro have never seen a horror film. And even worse...they always have no brains or common sense. They say ""NOPE"" stereotypically, but do jack all to help themselves, and this is saly true of people in real life all over the world. If you see something, SAY SOMETHING DARN IT! IF you cant say anything, or help out, gtfo! Run! Drive a car, push a kid off a tricycle, I dont know ffs. Just...everyone take self defense classes, everyone watch more horror, and everyone be well. * shrugs * 6.5/10 film. BUt could have been an 8 out of 10 with lots more effort and time.",2022-10-29
"I would like for once for someone who writes a review here panning the ending to give us an example of how they would have written it. After binge watching the very derivative slasher and supernatural films I found this a pleasant surprise even with all the unanswered questions.I thought it was pretty suspenseful, it kept you guessing. Was Keith the bad guy? What's behind each door that's discovered? You know something's going to happen but you're not sure what.I like how at the very least you're given a hint as to what happened to the neighborhood. I was asking myself that question and then came the flashback. I was left assuming the original owner is the reason the neighborhood died. People moved away because of all the women that were being kidnapped but if this is the reason, wouldn't the FBI be looking very closely at the one person who didn't move away?I also came to the conclusion that AJ played by Justin Long was in fact guilty of the crime for which he was accused. Why? Because as the owner of the Airbnb he probably knew it was being doubled booked but didn't care so long as he was getting paid twice. Plus any advertising of the Airbnb such as brochures, no doubt either hid or made the neighborhood appear much nicer than it actually was otherwise who in their right mind would rent it? And of course what he did in the end.Yes, you are going to come up with a lot of why this and why that questions but like the Geico commercial, when you're in a horror movie you make bad decisions.It's worth at least one viewing.",2022-10-31
"The cover of this movie made me disbelieve that it would be a good movie, based on the premise which was very subtle. No, it was a great movie. Directed by the amazing Zach Cregger of Whitest Kids U Know (R. I. P. Trevor Moore,) this surely propelled the old crew back into the limelight of Hollywood. Avoiding coming out on Shudder was a smart move. I love Shudder, but they really get sappy. This wasn't the mix of 10 Cloverfield Lane and Psycho that I expected, at all. It started off that way, which was intriguing, but then it extrapolated into Castle Freak! What a surprise. Plenty of jump scares enough to hurt my back while watching it. I didn't expect Justin Long to be in the movie, either. His singing in the car right after some of the scariest moments in the movie refreshed the cache of suspense really, really well. He really has risen above in such movies as Tusk, from the typecasting we all expected of him. This was one heck of a rollercoaster ride, throughout. Even the disbelief of some of the police scenes was enough to grow cringes during the climax of the plot. The flashback scenes were well done, too. Plus, it has Bill Skaarsgard, (2017 It's Pennywise) in it. Overall, way better than I expected it to be and very layered. Cregger sure does have a lot of crazy ideas!",2022-12-27
"Horrifying. I would not recommend it to someone who doesnt like horror. I dont. But still I gave it a chance. Not my cup of tea. Bad lighting. This is so wrong on many fronts. Tells a lot about a place like detroit and the bad neighbourhood places. Some people are inherently evil and some develop the evil nature in themselves. Everything wrong that can happen at an airbnb, happens in this film. Strectched it a lot. Could have been a lot better if the film was edited better, less run time. The people behaving naively. Story could have been better. We get the background and the story, but that wasnt the way to put it forward. Ending was too dramatic. Feels like the writer is living in a happy place and writing this worse of an ending.",2022-12-28
"Sick of these common people. Be different. It was a really good movie,I don't rate movie based on how big the budget is or how mainstream it is,It's a good movie and such low ratings because these common humans are always involved with being in the mainstream with more money and all and they can't seem to enjoy what's really actually nice and worth. Sick of these common people. Be different. It was a really good movie,I don't rate movie based on how big the budget is or how mainstream it is,It's a good movie and such low ratings because these common humans are always involved with being in the mainstream with more money and all and they can't seem to enjoy what's really actually nice and worth.",2022-11-08
I would like to start out and say that this is a very interesting premise and it could have been really good. I think it was just they were trying to cram so much into the one movie that the pacing is funky and leaves very many plot holes and questions. I think if it had been two movies this and then like a prequel or backstory on the creature after would have been really good cause it definitely is interesting don't get me wrong it just could have been a lot better.Best way I can explain it is like a fever dream and a lot is happening and also nothing at all. There is a lot of build up to very little action as well as senseless extra scenes and info that means nothing to the plot of the movie like the new character if you had just scrapped him and kept our two original protagonist trying to make it through and learning about who this creature is what it wants what's it's story this would have been a very amazing movie. Once the first guy died the movie fell off it gives you a new pointless character and a half baked backstory about the father that didn't make much sense and only left more questions then answers.Like why did the guy stay in the town knowing what was in the house and didn't try to warn anyone didn't let the people of the next town know what was going on? Why was the town so decrepit and that women tell her not to go there when obviously no one lives there what's the reason she should be careful? Why did the guy just try to scare her instead of warning her? Why did the creature not get them at night and wait till they found her. How does the creature get formula or food if the father can't move? What exactly is the creature and what exactly did the father do?They stripped everything interesting with this movie and replaced it with pointless scenes that lead nowhere... best way to describe this movie is when you know you have a dream and it's like bits and pieces of scenes that are the plot and then ones that are a whole other plot conjoined together that's this movie in a nutshell. It's weird and like not in a good way....,2022-10-29
"As a horror fan, this movie meets all the criteria to be a classic. Seeing this in theaters was absolutely terrifying for me and my girlfriend. This movie gives me a new fear of basements/cellars and actually gives a very realistic view of what ""something is in the basement"" really means. If you haven't watched this movie I advise you to watch it with a free mind and enjoy the ride. The cast was absolutely perfect from top to bottom with not one mistake in the cast. I genuinely enjoyed every single second of this film. Justin long and Georgina Campbell were the perfect actors for this movie in every way possible from the moment you see both characters all the way til the end.",2022-10-01
"I loved it more than I expected to, and it was faaar more messed up than I expected it to be. Every actor was fantastic, every moment felt natural and every line was believable. I didn't know what to expect at any given moment and I was uncomfortable and tense the entire time - which I live for. It didn't feel exhausting, boring, or drawn out and everything was very directly told without it being contrived or dumbed down. There were several moments when certain realizations ""clicked"" that just made my jaw drop in disgust. It was claustrophobic, grungy, damp, dark, revolting, heartbreaking, and I can't wait to see it again.",2022-09-11
"This movie has every twist and turn you could hope for, you are never able to know what's coming next and all the major things that take place are kept out of the trailer on purpose, the perfect balance of humor and horror more or less hanging on the horror side, this movie will have you turning away in fear and due to cringe. Probably will end the year with this movie in my top 5, and if not it is definitely the top scary movie of the year, it is a fresh take and the way it was shot is on another level itself. Pay attention to all details and never judge the story before you fully have it put together.",2022-09-10
"Crappy plot, crappy characters, there wasn't one scene shown in this movie that was necessary for anything. There's a naked inbred weirdo running around not able to talk. There's a rapist who two minutes after saying he can make things right, sacrifices somebody. It was a giant waste if time to watch. There is absolutely no point in watching this movie. You never find out anything about the characters, this was mashed together without a thought. Nothing comes full circle. Every random person or situation they throw at you, they never dive into further so you're left with a lot of unanswered questions. You're unable to connect to characters. Poorly planned and quickly rushed through.",2022-10-08
"I rarely leave reviews and had to make one comment specifically: Those who are leaving negative reviews didn't understand what was actually going on in the movie. There was only one ""plot hole"" I can think of but it somewhat plausible . But I will leave this up to the viewer to make their own speculation and draws.It will definitely be on the a cult classic list because of the web it weaves.I enjoyed the ride. 100% not what you will ever guess or expect. It was also cool that the trailer has nothing that actually spoils the movie.Ending is sweet justice to help wrap the movie up and end on a positive note.",2022-09-14
"How is the rating so high?! I'm defiantly on the perplexed camp if not out right dislike of the film. There was potential in the idea but myself and the person I watching this with were just left scratching our heads. Not scary, had atmosphere at the start but was never actually scary. There was potential in parts of the idea (the idea of being kidnapped and the process) but the random flash backs, flash fowards, multi side narratives and the shifts of narrative focus really took you out of the moment. The villain reveal was also meh, its always better not to show your baddie in good lighting.",2022-10-27
"The old horror tropes.Let's face it. If characters did exactly what everyone else would do, they wouldn't get themselves into situations that people end up in, in horror films and there'd be no suspense.That said, there is genuine effort here, for the most part, of characters trying to make the right decisions, but for reasons that are less realistic, they're not having any luck. Getting hold of people. Getting help from police etc.There is genuine atmosphere though and a very definitive act structure. I love the way it goes from Act 1 to Act 2. And I like the flashback though at first, it wasn't clear that's what it was. All very well done. Classy in fact. It all comes together in a neat fashion that isn't evident as we're progressing through. That's rare these days. (Or any days when it comes to horror).It's a little over the top but what horror film isn't? Few and far between.Anything today that isn't a sequel, spin-off, homage, ie ripoff, deserves our attention and respect. And the fact that it was all done on such a small budget is quite remarkable. I loved the sets. The houses and the location work (Bulgaria).The only setback for me is what's become, sadly, the cliché of characterization. It's evident in almost every film and series now. Even commercials. (Previous attempts at a deeper analysis resulted in rejection. You know the drill).What was interesting, speaking of modern clichés, is to see how quickly and easily an accusation can destroy someone completely. In this case, he was obviously guilty, but what if the person was innocent and it was merely to get someone out of the way and garner sympathy and gain as we saw with Johnny Depp? That to me was the real life horror story right there.All in all a great atmosphere and really well directed. It was refreshing and very enjoyable.",2023-01-11
"This movie was god awful. I won't even spoil anything, but I would never recommend this to anyone. The cgi effects were a joke, actors were okay, but the main character was so infuriating. The story line was extremely lacking, with so many holes in it. There were so many ""suspenseful breaks"" in the movie it takes you out of the ""horror/thriller"" aspects. The entire thing felt like a joke, and they explain little to nothing about the actual backstory, and what they do explain doesn't even make sense in the end. Not gorey like other reviews say, not entertaining, not scary, not worth any time whatsoever.",2022-11-01
"So I'm going to start with the positives.This films starts off great, the cast is great, the story is tight and shot really well. It has a relatable story of a woman who rents a house while on a job interview. And things don't go to plan. Enough said on that. Its did however feel familiar.A couple of really good well done jump scares tooThen halfway through it take a massive twist I didn't see coming at all and then it sort of takes a bit and I did say a bit, tiny dip and goes in a completely different direction but it's fine its still good.Then it switches it up again and tells the story from someone else's prospective.I just got the feeling of the film don't breath. But still a great film.",2022-12-17
"Barbarian (2022)Now this is what I call a horror movie that keeps you guessing the entire time with an exciting story that is specifically structured to make the most of each subsequent revelation. It's not that there are mind-blowing twists every 5 minutes, but the fact that it's difficult to predict what will happen next is certainly a refreshing feeling. Furthermore, most of the surprises aren't just stupid things for the shock factor but are genuine tools to move the story along. With half the horror masquerading as thrillers, it nice to see something that truly fits the genre in a satisfying fashion.The Barbarian begins with a woman named bbbb coming to an Airbnb that she rented out for a couple of days. She arrives late at night in the middle of the pouring rain and finds that there is another person already staying the house. When that person happened to be Bill Skarsgard, I thought I had the story figured out and the subsequent plot developments all worked in lime with my assumptions. Man o' man I wasn't ready for what would happen next and that was just the beginning of a wild ride.I honestly expected The Barbarian to be some elevated thriller nonsense but I couldn't pass up on a horror with Bill Skarsgard. From start to finish, I was fully engaged with the narrative thay provided an interesting story, good direction and actually a couple of scares. The rating would have been even higher if not for one element that didn't quite fit the narrative, and if the movie supplied more in the fear department. Nevertheless, the constantly evolving story that kept me guessing the entire time is certainly the factor that makes this film worth a watch.P. S. I am actually going to an Airbnb after 2 days amd I can't remember if there is a basement on the property.Movieswithoutshmovies on Instagram for honest movie and TV Show reviews.",2022-11-09
"My new favourite horror of the year. It's best to go into this knowing as little as possible. Apparently the trailer helps you to do that.The film starts with a woman turning up to an Air BnB which has been double booked and the story starts from there... It's a tense, scary horror thriller with a good dose of dark humour which genuinely makes you laugh of loud.The films does a good job making you think it's one thing before it does another. Tension is built up massively throughout the film and at other times the movie pulls you out of the horror genre altogether before plunging you back in from a new angle. Each of the main characters are interesting in their own way and the film even manage to squeeze in a bit of social commentary which doesn't seem out of place.A strong horror, thriller with a good dose of black comedy.",2022-11-04
"After the first half of the movie, which in all fairness was pretty decent at building tension, the movie kind of fell apart. It was clearly designed to be funny and did a great job at making me laugh. Once the comedic vibe sets in, the film can't get the tension back. It's sad because it could have been good. I couldn't figure out why so many people thought this was good. The acting was decent, especially bill scarsgard who did a very decent job. The acting is the only reason I gave it 2 stars instead of 1. The villain if you could call it that, was surprising at best, not scary at all. Once you understand what's happening the movie becomes a joke. Don't waste your money. See it on streaming.",2022-11-01
"I couldn't tell who the barbarian was the entire movie. Was it the basement lady, the pervert old man in bed, Tess, Keith, or the rapist? Perhaps it was the screenplay writers for this ridiculous storytelling. The story started off promising but quickly took a nosedive into a complete mess of different pieces with no really connection or substantive back story. The completely failed to drive it home. And it lacked jump scares. I can't even name one.Tess was completely unrelatable from beginning to end! First she willingly stays at a house with a strange man, then she feels the need to follow after him after he practically gaslit her when she warned him of the strange obscenities she found. When she finally had the chance to escape, she then decides to save the second stranger knowing what that thing was capable of? Nothing made sense about any of her decision making. She did all she could when she told police about the house. Now leave!",2022-09-17
"It gets the 4 points for building up tension at the first half but after that it's a big fat nothing. When the actor dudebro is introduced that's when the movie dies, they shoehorn in annoying agenda, pretentious allegory and boring elevated ""horror"" only enjoyed by pretentious people.How could anyone even feel frightened by the second half, it just makes you feel miserable like most of the so-called elevated horror movies while the foundation of the movie is extremely dumb, unrealistic and boring.Honorable mention goes to the comically unhelpful cops that treat a woman that had OBVIOUSLY been in danger as completely crazy. You just know that anyone who wrote this scene loves smelling his own farts every evening in his gated Hollywood mansion.",2022-10-28
"I was not expecting what I witnessed when I started that movie. When the first shift in the movie happens I was terrified, until eventually I got used to it; was only unsettled at that point. Some decisions made by the man characters I hadn't predicted, and I thought were bold/ unusual. There's backstory given that I still have questions about but it gives you enough to figure out what was going on. There's still plenty of holes left open but won't get touched upon.If you see this movie be prepared.. that's all just be prepared, I can't tell you what for. Don't expect anything and if you love seen the trailers you might think it but not expect it.",2022-10-26
"This movie is not at all what I had expected! I don't really know what I did expect as I stayed away from promotion for it and even after all this time, it's just I don't know hahahahI did like the movie, the pace was really good I must say Because when I realised what was happening I thought oh here we go hopefully it's not to slow but the movie bounces in different perspectives and it really helps it along the way.I don't want to spoil what's happening but a girl goes to an air B&B which is already booked by someone else and they have to spend the night, something is under the house that they must avoid and survive.That's all I want to say without saying much, a WEIRD movie but I did like it and I really enjoyed how it ended! 7/10.",2023-04-14
"I thought it was great!Scary.Original.Thought provoking.Twists and turns.My wife and I just finished this, and we both agreed that it was very well done.A great horror movie evokes a sense of dread in the viewer, an even better horror movie keeps you engaged. This one keeps the hooks in you! The pacing is just right, and the scares are well timed! Viewers have such short attention spans these days, and we are inundated with so many terrible horror films, it is important to find the good ones in the heap! And this is a hood one!You can't help think what you would do in a situation like this?Without spoiling anything, this movie manages to bring the horror in an unsettling way, while delivering a fun horror payoff!",2022-10-27
"TLDR: Barbarian is a decent but overrated horror movie with poorly written characters.The good: The creepiness is well done. Barbarian features some run-of-the-mill but well-done horror tropes. The monster is scary and succeeds at being a monster.The bad: Justin Long as an actor, and his character. Unnecessarily unrealistic characters and situations may have been written by middle-school students. Barbarian tries so hard to be clever but succeeds at being imbecilic in parts. Justin Long's character is your prototypical ""too stupid to live"" horror movie character, and to make it worse he's a terrible actor. I'm knocking off two stars for him alone.Overall: It's not terrible, but I can think of a few hundred better horror movies right off the top of my head. If you have HBO Max and you've seen literally everything else, Barbarian is serviceable.7/10.",2022-11-05
"In the middle of the night, Tess is forced to accept the fact that the house she rents has actually also been rented by a man she doesn't know. Tess nevertheless decides to stay overnight, but she soon learns that there is something more suspect than the house she rents than the man.One of the horror movies in 2022 that is good and a little weird. It opens with a scene where the main character Tess (played by Georgina Campbell) who has to stay together with Keith (played by Bill Skarsgard) due to a mistake in renting a house. Originally, we were faced with a conflict between two strangers who met each other and did not know each other who had to stay together in one house. Conflict is built with feelings of mutual suspicion. Great suspicion falls to Keith's character if you look at his movements. However, all of that was disproved after the incident underground. It was the first phase built into the film.The second phase discusses from AJ's point of view as the owner of the rental house which ultimately answers the questions and mysteries of the first phase of the film. In this second phase I don't think it's any good. It looks more and more unclear and looks weird. The mysteries in the dungeons are less to be explained well. The film still looks less convincing in the second phase until the end of the film. Discussing the conflict from AJ doesn't have much influence on the story. In fact, AJ's role here is unsatisfactory. It doesn't have good enough acting on this film. By the end of the film, the film has an unexpected, obscure ending and is performed quite strangely.",2022-11-28
"When I was watching this movie I wasn't expecting much however while a was watching it I was very surprised I didn't expect all these things coming , I must say I really like it , there were things I didn't like but were only few things , this movie has something new , if you want to have a great horror experience you should watch it , I recommend watching it without watching any trailer I think that could ruin you experience a little bit.When I said that this was one of the best horror experiences I've had I mean it because I felt scared and that hard you know because we love horror movies , well that's my case.",2022-12-15
